日付,店番,店舗名,受領フラグ,受領時間,ドライバー名,完了時間,納品予定数,納品数,不足数
2021/11/09,572,ルミネ大宮店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,24,0,0
2021/11/09,1237,ミーナ津田沼店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,42,0,0
2021/11/09,1279,イオンレイクタウンｍｏｒｉ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,48,0,0
2021/11/09,1288,新座店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,22,0,0
2021/11/09,1361,モディ柏,1,2021/11/09 08:25:34,,0000-00-00 00:00:00,31,31,0
2021/11/09,1368,そごう千葉オーロラモールジュンヌ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,40,0,0
2021/11/09,1441,アトレ松戸店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,33,0,0
2021/11/09,1463,アトレマルヒロ川越店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,51,0,0
2021/11/09,1466,イオンモール浦和美園店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,40,0,0
2021/11/09,1515,ららぽーとＴＯＫＹＯ－ＢＡＹ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,51,0,0
2021/11/09,1558,ららぽーと富士見店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,33,0,0
2021/11/09,1566,コクーンシティ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,46,0,0
2021/11/09,1589,セブンパークアリオ柏店,1,2021/11/09 08:35:15,,0000-00-00 00:00:00,18,18,0
2021/11/09,1677,船橋東武,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,34,0,0
2021/11/09,GU_86,ＧＵ越谷店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,17,0,0
2021/11/09,GU_137,ＧＵ津田沼パルコ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,27,0,0
2021/11/09,GU_176,ＧＵイオンレイクタウンＫａｚｅ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,36,0,0
2021/11/09,GU_529,ＧＵららぽーとＴＯＫＹＯ－ＢＡＹ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,54,0,0
2021/11/09,GU_658,ＧＵコクーンシティ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,33,0,0
2021/11/09,GU_1216,ＧＵそごう千葉ジュンヌ店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,34,0,0
2021/11/09,GU_1223,ＧＵイオンモール浦和美園店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,26,0,0
2021/11/09,GU_1235,ＧＵアトレマルヒロ川越店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,19,0,0
2021/11/09,GU_1245,ＧＵ柏モディ,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,34,0,0
2021/11/09,GU_1247,ＧＵららぽーと富士見,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,40,0,0
2021/11/09,999999,テスト大宮店,0,0000-00-00 00:00:00,,2021/11/12 10:01:57,29,0,0
2021/11/09,999998,テスト川越店,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,29,0,0
